"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"180",10,"Kimani Vidal",LAC,"RB60","7","1 out of 5","4 out of 5","3 out of 5 stars","+3"
"181",10,"Jalen Nailor",LV,"WR67","13","-","-","2 out of 5 stars","+8"
"182",10,"Calvin Ridley",TEN,"WR68","9","2 out of 5","4 out of 5","3 out of 5 stars","-2"
"183",10,"Pittsburgh Steelers",PIT,"DST6","9","-","-","5 out of 5 stars","+31"
"184",10,"New England Patriots",NE,"DST7","11","-","-","3 out of 5 stars","-6"
"185",10,"Brandon Aubrey",DAL,"K1","14","4 out of 5","1 out of 5","2 out of 5 stars","-61"
"186",10,"Omar Cooper Jr.",NYJ,"WR69","13","4 out of 5","4 out of 5","4 out of 5 stars","-4"
"187",10,"Ryan Flournoy",DAL,"WR70","14","4 out of 5","2 out of 5","2 out of 5 stars","+79"
"188",10,"Minnesota Vikings",MIN,"DST8","6","-","-","1 out of 5 stars","-4"
"189",10,"Travis Hunter",JAC,"WR71","7","3 out of 5","4 out of 5","4 out of 5 stars","+23"
"190",10,"Los Angeles Chargers",LAC,"DST9","7","-","-","3 out of 5 stars","+38"
"191",10,"Cameron Dicker",LAC,"K2","7","5 out of 5","1 out of 5","2 out of 5 stars","-34"
"192",10,"Jacksonville Jaguars",JAC,"DST10","7","-","-","3 out of 5 stars","+10"
"193",10,"Nicholas Singleton",TEN,"RB61","9","3 out of 5","4 out of 5","3 out of 5 stars","+13"
"194",10,"Ka'imi Fairbairn",HOU,"K3","8","5 out of 5","1 out of 5","2 out of 5 stars","-19"
"195",10,"Sean Tucker",TB,"RB62","10","4 out of 5","4 out of 5","2 out of 5 stars","-2"
"196",10,"Cam Little",JAC,"K4","7","-","-","4 out of 5 stars","-23"
"197",10,"Malik Washington",MIA,"WR72","6","3 out of 5","4 out of 5","3 out of 5 stars","+44"
"198",10,"Pat Bryant",DEN,"WR73","10","3 out of 5","3 out of 5","2 out of 5 stars","+25"
"199",10,"Baltimore Ravens",BAL,"DST11","13","-","-","5 out of 5 stars","-8"
"200",11,"Jacoby Brissett",ARI,"QB27","14","3 out of 5","4 out of 5","2 out of 5 stars","+7"
"201",11,"Jason Myers",SEA,"K5","11","4 out of 5","1 out of 5","4 out of 5 stars","-34"
"202",11,"Kenyon Sadiq",NYJ,"TE24","13","3 out of 5","4 out of 5","4 out of 5 stars","-58"
"203",11,"Emanuel Wilson",SEA,"RB63","11","2 out of 5","4 out of 5","4 out of 5 stars","+29"
"204",11,"Kaytron Allen",WAS,"RB64","7","2 out of 5","4 out of 5","4 out of 5 stars","-16"
"205",11,"Rashod Bateman",BAL,"WR74","13","3 out of 5","4 out of 5","4 out of 5 stars","+93"
"206",11,"Jaylin Noel",HOU,"WR75","8","4 out of 5","3 out of 5","3 out of 5 stars","+56"
"207",11,"Jaydon Blue",DAL,"RB65","14","4 out of 5","4 out of 5","4 out of 5 stars","+10"
"208",11,"Tank Dell",HOU,"WR76","8","4 out of 5","4 out of 5","3 out of 5 stars","-4"
"209",11,"T.J. Hockenson",MIN,"TE25","6","3 out of 5","4 out of 5","4 out of 5 stars","-54"
"210",11,"Isaac TeSlaa",DET,"WR77","6","3 out of 5","4 out of 5","4 out of 5 stars","+42"
"211",11,"Eddy Pineiro",SF,"K6","8","4 out of 5","2 out of 5","5 out of 5 stars","+22"
"212",11,"Kansas City Chiefs",KC,"DST12","5","-","-","3 out of 5 stars","+45"
"213",11,"Green Bay Packers",GB,"DST13","11","-","-","2 out of 5 stars","+31"
"214",11,"Keenan Allen",IND,"WR78","13","3 out of 5","3 out of 5","4 out of 5 stars","+7"
"215",11,"Tyler Loop",BAL,"K7","13","-","-","3 out of 5 stars","-28"
"216",11,"James Conner",ARI,"RB66","14","2 out of 5","4 out of 5","2 out of 5 stars","-54"
"217",11,"Darnell Mooney",NYG,"WR79","8","3 out of 5","4 out of 5","4 out of 5 stars","+60"
"218",11,"Pat Freiermuth",PIT,"TE26","9","3 out of 5","3 out of 5","2 out of 5 stars","+57"
"219",11,"Jaylen Wright",MIA,"RB67","6","-","-","3 out of 5 stars","-3"
"220",11,"Jake Bates",DET,"K8","6","4 out of 5","2 out of 5","5 out of 5 stars","-5"
"221",11,"Kaelon Black",SF,"RB68","8","4 out of 5","4 out of 5","2 out of 5 stars","+16"
"222",11,"Evan McPherson",CIN,"K9","6","4 out of 5","2 out of 5","2 out of 5 stars","+62"
"223",11,"Cairo Santos",CHI,"K10","10","3 out of 5","3 out of 5","0 out of 5 stars","+35"
"224",11,"Detroit Lions",DET,"DST14","6","-","-","5 out of 5 stars","+6"
"225",11,"Aaron Rodgers",PIT,"QB28","9","1 out of 5","4 out of 5","2 out of 5 stars","+4"
"226",11,"Troy Franklin",DEN,"WR80","10","1 out of 5","4 out of 5","2 out of 5 stars","+30"
"227",11,"Gunnar Helm",TEN,"TE27","9","3 out of 5","3 out of 5","3 out of 5 stars","-19"
"228",11,"George Holani",SEA,"RB69","11","3 out of 5","4 out of 5","4 out of 5 stars","+44"
"229",11,"Buffalo Bills",BUF,"DST15","7","-","-","3 out of 5 stars","+41"
"230",11,"Andy Borregales",NE,"K11","11","-","-","1 out of 5 stars","-10"
"231",11,"Cleveland Browns",CLE,"DST16","11","-","-","5 out of 5 stars","+59"
"232",11,"Ja'Kobi Lane",BAL,"WR81","13","4 out of 5","4 out of 5","4 out of 5 stars","-61"
"233",11,"Geno Smith",NYJ,"QB29","13","2 out of 5","4 out of 5","4 out of 5 stars","-2"
"234",11,"Cooper Kupp",SEA,"WR82","11","3 out of 5","4 out of 5","3 out of 5 stars","+52"
"235",11,"Chase McLaughlin",TB,"K12","10","4 out of 5","2 out of 5","3 out of 5 stars","+39"
"236",11,"Harrison Mevis",LAR,"K13","11","4 out of 5","2 out of 5","2 out of 5 stars","-39"
"237",11,"Cade Otton",TB,"TE28","10","2 out of 5","4 out of 5","2 out of 5 stars","-42"
"238",11,"Germie Bernard",PIT,"WR83","9","2 out of 5","4 out of 5","3 out of 5 stars","+25"
"239",11,"Antonio Williams",WAS,"WR84","7","4 out of 5","2 out of 5","2 out of 5 stars","-21"
"240",11,"Zachariah Branch",ATL,"WR85","11","3 out of 5","4 out of 5","3 out of 5 stars","-15"
"241",11,"David Njoku",LAC,"TE29","7","4 out of 5","4 out of 5","4 out of 5 stars","-81"
"242",11,"Ollie Gordon II",MIA,"RB70","6","3 out of 5","4 out of 5","3 out of 5 stars","+82"
"243",11,"Greg Dulcich",MIA,"TE30","6","4 out of 5","4 out of 5","5 out of 5 stars","+16"
"244",11,"Keon Coleman",BUF,"WR86","7","2 out of 5","4 out of 5","4 out of 5 stars","+50"
"245",11,"Demond Claiborne",MIN,"RB71","6","3 out of 5","4 out of 5","4 out of 5 stars","-21"
"246",12,"Najee Harris",NYG,"RB72","8","2 out of 5","4 out of 5","4 out of 5 stars","-43"
"247",12,"Harrison Butker",KC,"K14","5","-","-","5 out of 5 stars","-38"
"248",12,"Chris Boswell",PIT,"K15","9","4 out of 5","2 out of 5","4 out of 5 stars","-29"
"249",12,"Evan Engram",DEN,"TE31","10","-","-","4 out of 5 stars","+46"
"250",12,"Chimere Dike",TEN,"WR87","9","1 out of 5","5 out of 5","3 out of 5 stars","+11"
"251",12,"Ted Hurst III",TB,"WR88","10","4 out of 5","4 out of 5","4 out of 5 stars","+27"
"252",12,"Caleb Douglas",MIA,"WR89","6","2 out of 5","4 out of 5","3 out of 5 stars","-6"
"253",12,"Justice Hill",BAL,"RB73","13","-","-","3 out of 5 stars","+2"
"254",12,"Elic Ayomanor",TEN,"WR90","9","1 out of 5","5 out of 5","3 out of 5 stars","+22"
"255",12,"Malachi Fields",NYG,"WR91","8","4 out of 5","4 out of 5","4 out of 5 stars","-29"
"256",12,"Colby Parkinson",LAR,"TE32","11","-","-","4 out of 5 stars","-75"
"257",12,"Jordan James",SF,"RB74","8","2 out of 5","4 out of 5","2 out of 5 stars","+45"
"258",12,"Isaiah Davis",NYJ,"RB75","13","2 out of 5","4 out of 5","3 out of 5 stars","-"
"259",12,"Devaughn Vele",NO,"WR92","8","2 out of 5","4 out of 5","3 out of 5 stars","-6"
"260",12,"Malik Davis",DAL,"RB76","14","-","-","4 out of 5 stars","+66"
"261",12,"Samaje Perine",CIN,"RB77","6","1 out of 5","4 out of 5","2 out of 5 stars","+38"
"262",12,"Chris Brooks",GB,"RB78","11","2 out of 5","4 out of 5","4 out of 5 stars","-"
"263",12,"Tyquan Thornton",KC,"WR93","5","2 out of 5","5 out of 5","2 out of 5 stars","-"
