"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"49",5,"DJ Moore",BUF,"WR25","7","4 out of 5","2 out of 5","4 out of 5 stars","-1"
"50",5,"D'Andre Swift",CHI,"RB18","10","3 out of 5","2 out of 5","2 out of 5 stars","-6"
"51",5,"Bucky Irving",TB,"RB19","10","3 out of 5","4 out of 5","2 out of 5 stars","-4"
"52",5,"Tyler Warren",IND,"TE4","13","4 out of 5","2 out of 5","3 out of 5 stars","-1"
"53",5,"Jameson Williams",DET,"WR26","6","4 out of 5","3 out of 5","4 out of 5 stars","+4"
"54",5,"Jalen Hurts",PHI,"QB5","10","4 out of 5","3 out of 5","5 out of 5 stars","+6"
"55",5,"Christian Watson",GB,"WR27","11","4 out of 5","4 out of 5","5 out of 5 stars","+10"
"56",5,"Cam Skattebo",NYG,"RB20","8","4 out of 5","4 out of 5","4 out of 5 stars","-20"
"57",6,"Jayden Daniels",WAS,"QB6","7","4 out of 5","4 out of 5","2 out of 5 stars","+6"
"58",6,"Parker Washington",JAC,"WR28","7","4 out of 5","2 out of 5","4 out of 5 stars","+4"
"59",6,"David Montgomery",HOU,"RB21","8","4 out of 5","2 out of 5","3 out of 5 stars","-10"
"60",6,"Quinshon Judkins",CLE,"RB22","11","4 out of 5","4 out of 5","4 out of 5 stars","-15"
"61",6,"Rome Odunze",CHI,"WR29","10","4 out of 5","3 out of 5","3 out of 5 stars","-2"
"62",6,"Mike Evans",SF,"WR30","8","4 out of 5","4 out of 5","1 out of 5 stars","+5"
"63",6,"Caleb Williams",CHI,"QB7","10","5 out of 5","2 out of 5","3 out of 5 stars","+12"
"64",6,"Jadarian Price",SEA,"RB23","11","4 out of 5","4 out of 5","4 out of 5 stars","-8"
"65",6,"Bhayshul Tuten",JAC,"RB24","7","4 out of 5","3 out of 5","4 out of 5 stars","-10"
"66",6,"Marvin Harrison Jr.",ARI,"WR31","14","4 out of 5","4 out of 5","2 out of 5 stars","+4"
"67",6,"Carnell Tate",TEN,"WR32","9","4 out of 5","3 out of 5","3 out of 5 stars","+9"
"68",6,"TreVeyon Henderson",NE,"RB25","11","4 out of 5","4 out of 5","3 out of 5 stars","-7"
"69",6,"Justin Herbert",LAC,"QB8","7","4 out of 5","2 out of 5","2 out of 5 stars","+14"
"70",6,"Rhamondre Stevenson",NE,"RB26","11","4 out of 5","3 out of 5","3 out of 5 stars","-6"
"71",6,"Trevor Lawrence",JAC,"QB9","7","5 out of 5","2 out of 5","4 out of 5 stars","+18"
"72",6,"Jaylen Warren",PIT,"RB27","9","4 out of 5","4 out of 5","2 out of 5 stars","-4"
"73",6,"Chris Godwin Jr.",TB,"WR33","10","4 out of 5","4 out of 5","5 out of 5 stars","+17"
"74",6,"Harold Fannin Jr.",CLE,"TE5","11","4 out of 5","3 out of 5","4 out of 5 stars","-8"
"75",6,"Dak Prescott",DAL,"QB10","14","4 out of 5","2 out of 5","2 out of 5 stars","-2"
"76",6,"Kyle Pitts Sr.",ATL,"TE6","11","4 out of 5","4 out of 5","2 out of 5 stars","-4"
"77",6,"DK Metcalf",PIT,"WR34","9","2 out of 5","4 out of 5","3 out of 5 stars","+2"
"78",7,"Michael Pittman Jr.",PIT,"WR35","9","4 out of 5","3 out of 5","3 out of 5 stars","+18"
"79",7,"Tucker Kraft",GB,"TE7","11","4 out of 5","2 out of 5","1 out of 5 stars","-10"
"80",7,"Tony Pollard",TEN,"RB28","9","4 out of 5","2 out of 5","3 out of 5 stars","-6"
"81",7,"Brian Thomas Jr.",JAC,"WR36","7","3 out of 5","4 out of 5","4 out of 5 stars","+4"
"82",7,"Rico Dowdle",PIT,"RB29","9","4 out of 5","4 out of 5","2 out of 5 stars","-4"
"83",7,"Sam LaPorta",DET,"TE8","6","4 out of 5","3 out of 5","3 out of 5 stars","-12"
"84",7,"Courtland Sutton",DEN,"WR37","10","2 out of 5","4 out of 5","2 out of 5 stars","-7"
"85",7,"Josh Downs",IND,"WR38","13","4 out of 5","3 out of 5","3 out of 5 stars","+33"
"86",7,"Wan'Dale Robinson",TEN,"WR39","9","4 out of 5","3 out of 5","3 out of 5 stars","+17"
"87",7,"Jonathon Brooks",CAR,"RB30","5","4 out of 5","4 out of 5","0 out of 5 stars","-6"
"88",7,"Michael Wilson",ARI,"WR40","14","-","-","2 out of 5 stars","-4"
"89",7,"Quentin Johnston",LAC,"WR41","7","4 out of 5","4 out of 5","2 out of 5 stars","+15"
"90",7,"Stefon Diggs",WAS,"WR42","7","4 out of 5","2 out of 5","1 out of 5 stars","+10"
"",7
"91",7,"George Kittle",SF,"TE9","8","4 out of 5","4 out of 5","2 out of 5 stars","-11"
"92",7,"Kenny Gainwell",TB,"RB31","10","4 out of 5","3 out of 5","2 out of 5 stars","+1"
"93",7,"RJ Harvey",DEN,"RB32","10","2 out of 5","4 out of 5","2 out of 5 stars","-6"
"94",7,"Brock Purdy",SF,"QB11","8","4 out of 5","2 out of 5","1 out of 5 stars","+21"
"95",7,"Jaxson Dart",NYG,"QB12","8","4 out of 5","4 out of 5","4 out of 5 stars","+4"
"96",7,"Bo Nix",DEN,"QB13","10","4 out of 5","2 out of 5","3 out of 5 stars","+17"
"97",7,"Chuba Hubbard",CAR,"RB33","5","2 out of 5","4 out of 5","0 out of 5 stars","-6"
"98",7,"Alec Pierce",IND,"WR43","13","4 out of 5","4 out of 5","3 out of 5 stars","-6"
"99",7,"Travis Kelce",KC,"TE10","5","3 out of 5","3 out of 5","5 out of 5 stars","-5"
"100",7,"Jayden Reed",GB,"WR44","11","4 out of 5","4 out of 5","5 out of 5 stars","+20"
"101",7,"Patrick Mahomes II",KC,"QB14","5","3 out of 5","4 out of 5","2 out of 5 stars","+9"
"102",7,"J.K. Dobbins",DEN,"RB34","10","4 out of 5","4 out of 5","2 out of 5 stars","-14"
"103",7,"Jared Goff",DET,"QB15","6","4 out of 5","1 out of 5","5 out of 5 stars","+23"
"104",8,"Matthew Stafford",LAR,"QB16","11","4 out of 5","2 out of 5","3 out of 5 stars","-6"
"105",8,"Jordan Addison",MIN,"WR45","6","4 out of 5","4 out of 5","5 out of 5 stars","+3"
"106",8,"KC Concepcion",CLE,"WR46","11","4 out of 5","4 out of 5","3 out of 5 stars","+19"
"107",8,"MarShawn Lloyd",GB,"RB35","11","4 out of 5","4 out of 5","3 out of 5 stars","-21"
"108",8,"Blake Corum",LAR,"RB36","11","4 out of 5","4 out of 5","5 out of 5 stars","-11"
"109",8,"Rachaad White",WAS,"RB37","7","4 out of 5","2 out of 5","4 out of 5 stars","+8"
"110",8,"Jakobi Meyers",JAC,"WR47","7","3 out of 5","2 out of 5","4 out of 5 stars","+13"
"111",8,"Makai Lemon",PHI,"WR48","10","4 out of 5","3 out of 5","4 out of 5 stars","+5"
"112",8,"Dalton Kincaid",BUF,"TE11","7","4 out of 5","4 out of 5","2 out of 5 stars","+9"
"113",8,"Jordan Mason",MIN,"RB38","6","4 out of 5","3 out of 5","4 out of 5 stars","-12"
"114",8,"Kyler Murray",MIN,"QB17","6","4 out of 5","3 out of 5","5 out of 5 stars","+24"
"115",8,"Jacory Croskey-Merritt",WAS,"RB39","7","4 out of 5","4 out of 5","4 out of 5 stars","-6"
"116",8,"Jordan Love",GB,"QB18","11","4 out of 5","2 out of 5","4 out of 5 stars","+33"
"117",8,"Aaron Jones Sr.",MIN,"RB40","6","1 out of 5","4 out of 5","4 out of 5 stars","+2"
"118",8,"Dallas Goedert",PHI,"TE12","10","4 out of 5","4 out of 5","5 out of 5 stars","-7"
"119",8,"Isaiah Likely",NYG,"TE13","8","4 out of 5","4 out of 5","3 out of 5 stars","-14"
"120",8,"Baker Mayfield",TB,"QB19","10","3 out of 5","4 out of 5","2 out of 5 stars","+20"
"121",8,"Kyle Monangai",CHI,"RB41","10","4 out of 5","3 out of 5","2 out of 5 stars","-14"
"122",8,"De'Zhaun Stribling",SF,"WR49","8","3 out of 5","4 out of 5","1 out of 5 stars","-10"
"123",8,"Jake Ferguson",DAL,"TE14","14","2 out of 5","4 out of 5","2 out of 5 stars","-1"
"124",8,"Matthew Golden",GB,"WR50","11","4 out of 5","4 out of 5","5 out of 5 stars","+3"
"125",8,"Tyler Shough",NO,"QB20","8","4 out of 5","2 out of 5","3 out of 5 stars","+30"
"126",8,"Jalen Coker",CAR,"WR51","5","4 out of 5","3 out of 5","2 out of 5 stars","+16"
"127",8,"Romeo Doubs",NE,"WR52","11","4 out of 5","3 out of 5","2 out of 5 stars","+3"
"128",8,"Juwan Johnson",NO,"TE15","8","4 out of 5","2 out of 5","2 out of 5 stars","+20"
"129",8,"Malik Willis",MIA,"QB21","6","4 out of 5","3 out of 5","4 out of 5 stars","+39"
"130",8,"Khalil Shakir",BUF,"WR53","7","2 out of 5","4 out of 5","4 out of 5 stars","+14"
"131",8,"Xavier Worthy",KC,"WR54","5","4 out of 5","3 out of 5","3 out of 5 stars","0"
"132",8,"Woody Marks",HOU,"RB42","8","3 out of 5","4 out of 5","3 out of 5 stars","+1"
"133",8,"Mark Andrews",BAL,"TE16","13","4 out of 5","4 out of 5","5 out of 5 stars","-4"
"134",8,"Tyler Allgeier",ARI,"RB43","14","4 out of 5","4 out of 5","1 out of 5 stars","+7"
"135",8,"Chris Rodriguez Jr.",JAC,"RB44","7","3 out of 5","4 out of 5","4 out of 5 stars","+2"
"136",8,"Sam Darnold",SEA,"QB22","11","2 out of 5","4 out of 5","4 out of 5 stars","+49"
"137",9,"Tyjae Spears",TEN,"RB45","9","4 out of 5","4 out of 5","3 out of 5 stars","+6"
"138",9,"C.J. Stroud",HOU,"QB23","8","3 out of 5","4 out of 5","3 out of 5 stars","+45"
"139",9,"Daniel Jones",IND,"QB24","13","4 out of 5","4 out of 5","3 out of 5 stars","+40"
"140",9,"Deebo Samuel Sr.",SF,"WR55","8","4 out of 5","3 out of 5","1 out of 5 stars","-5"
"141",9,"Jordyn Tyson",NO,"WR56","8","4 out of 5","5 out of 5","4 out of 5 stars","+5"
"142",9,"Jonah Coleman",DEN,"RB46","10","4 out of 5","4 out of 5","2 out of 5 stars","+10"
"143",9,"Rashid Shaheed",SEA,"WR57","11","3 out of 5","4 out of 5","3 out of 5 stars","+4"
"144",9,"Keaton Mitchell",LAC,"RB47","7","4 out of 5","3 out of 5","3 out of 5 stars","+16"
"145",9,"Dylan Sampson",CLE,"RB48","11","4 out of 5","3 out of 5","4 out of 5 stars","+29"
"146",9,"Mike Washington Jr.",LV,"RB49","13","4 out of 5","4 out of 5","2 out of 5 stars","-18"
"147",9,"Denzel Boston",CLE,"WR58","11","4 out of 5","4 out of 5","3 out of 5 stars","+18"
"148",9,"Josh Jacobs",GB,"RB50","11","3 out of 5","5 out of 5","3 out of 5 stars","-66"
"149",9,"Zach Charbonnet",SEA,"RB51","11","3 out of 5","4 out of 5","4 out of 5 stars","-4"
"150",9,"Tre Tucker",LV,"WR59","13","4 out of 5","2 out of 5","3 out of 5 stars","+20"
"151",9,"Cam Ward",TEN,"QB25","9","4 out of 5","4 out of 5","3 out of 5 stars","+61"
"152",9,"Dalton Schultz",HOU,"TE17","8","4 out of 5","2 out of 5","5 out of 5 stars","+19"
"153",9,"Chig Okonkwo",WAS,"TE18","7","4 out of 5","4 out of 5","1 out of 5 stars","+46"
"154",9,"Brenton Strange",JAC,"TE19","7","4 out of 5","4 out of 5","4 out of 5 stars","+3"
"155",9,"Houston Texans",HOU,"DST1","8","-","-","2 out of 5 stars","-53"
"156",9,"Bryce Young",CAR,"QB26","5","2 out of 5","4 out of 5","1 out of 5 stars","+54"
"157",9,"Tank Bigsby",PHI,"RB52","10","4 out of 5","4 out of 5","5 out of 5 stars","+9"
"158",9,"Hunter Henry",NE,"TE20","11","2 out of 5","3 out of 5","4 out of 5 stars","-2"
"159",9,"Alvin Kamara",NO,"RB53","8","2 out of 5","4 out of 5","4 out of 5 stars","+2"
"160",9,"Adonai Mitchell",NYJ,"WR60","13","4 out of 5","4 out of 5","5 out of 5 stars","+73"
"161",9,"Kayshon Boutte",HOU,"WR61","8","3 out of 5","4 out of 5","2 out of 5 stars","+35"
"162",9,"Jalen McMillan",TB,"WR62","10","4 out of 5","3 out of 5","5 out of 5 stars","+38"
"163",9,"Jerry Jeudy",CLE,"WR63","11","1 out of 5","4 out of 5","3 out of 5 stars","+21"
"164",9,"Los Angeles Rams",LAR,"DST2","11","-","-","2 out of 5 stars","-58"
"165",9,"Brian Robinson Jr.",ATL,"RB54","11","2 out of 5","4 out of 5","2 out of 5 stars","-1"
"166",9,"Denver Broncos",DEN,"DST3","10","-","-","4 out of 5 stars","-52"
"167",9,"Dontayvion Wicks",PHI,"WR64","10","4 out of 5","4 out of 5","4 out of 5 stars","+91"
"168",9,"Tyrone Tracy Jr.",NYG,"RB55","8","1 out of 5","4 out of 5","4 out of 5 stars","+27"
"169",9,"Emmett Johnson",KC,"RB56","5","4 out of 5","4 out of 5","3 out of 5 stars","+17"
"170",9,"Seattle Seahawks",SEA,"DST4","11","-","-","2 out of 5 stars","-46"
"171",9,"Braelon Allen",NYJ,"RB57","13","1 out of 5","4 out of 5","2 out of 5 stars","+26"
"172",9,"Jauan Jennings",MIN,"WR65","6","2 out of 5","4 out of 5","5 out of 5 stars","+31"
"173",10,"Philadelphia Eagles",PHI,"DST5","10","-","-","1 out of 5 stars","-34"
"174",10,"Tre' Harris",LAC,"WR66","7","4 out of 5","2 out of 5","2 out of 5 stars","+64"
"175",10,"Omar Cooper Jr.",NYJ,"WR67","13","4 out of 5","4 out of 5","5 out of 5 stars","+51"
"176",10,"T.J. Hockenson",MIN,"TE21","6","3 out of 5","4 out of 5","4 out of 5 stars","-7"
"177",10,"Keenan Allen",IND,"WR68","13","3 out of 5","4 out of 5","3 out of 5 stars","+1"
"178",10,"Jalen Nailor",LV,"WR69","13","-","-","3 out of 5 stars","+23"
"179",10,"Ray Davis",BUF,"RB58","7","-","-","1 out of 5 stars","+48"
"180",10,"Pat Bryant",DEN,"WR70","10","3 out of 5","4 out of 5","2 out of 5 stars","+65"
"181",10,"Ryan Flournoy",DAL,"WR71","14","4 out of 5","3 out of 5","0 out of 5 stars","+54"
"182",10,"Malik Washington",MIA,"WR72","6","3 out of 5","4 out of 5","3 out of 5 stars","+23"
"183",10,"Jacoby Brissett",ARI,"QB27","14","3 out of 5","5 out of 5","1 out of 5 stars","+37"
"184",10,"Brandon Aubrey",DAL,"K1","14","5 out of 5","2 out of 5","1 out of 5 stars","-89"
"185",10,"Pittsburgh Steelers",PIT,"DST6","9","-","-","5 out of 5 stars","-34"
"186",10,"Minnesota Vikings",MIN,"DST7","6","-","-","1 out of 5 stars","-27"
"187",10,"New England Patriots",NE,"DST8","11","-","-","2 out of 5 stars","-34"
"188",10,"Jacksonville Jaguars",JAC,"DST9","7","-","-","2 out of 5 stars","-25"
"189",10,"Cameron Dicker",LAC,"K2","7","5 out of 5","1 out of 5","1 out of 5 stars","-55"
"190",10,"Ka'imi Fairbairn",HOU,"K3","8","5 out of 5","1 out of 5","4 out of 5 stars","-58"
"191",10,"Los Angeles Chargers",LAC,"DST10","7","-","-","2 out of 5 stars","-24"
"192",10,"AJ Barner",SEA,"TE22","11","4 out of 5","2 out of 5","3 out of 5 stars","+15"
"193",10,"Terrance Ferguson",LAR,"TE23","11","4 out of 5","4 out of 5","5 out of 5 stars","-17"
"194",10,"Baltimore Ravens",BAL,"DST11","13","-","-","5 out of 5 stars","-40"
"195",10,"Cam Little",JAC,"K4","7","-","-","3 out of 5 stars","-45"
"196",10,"Jason Myers",SEA,"K5","11","4 out of 5","2 out of 5","3 out of 5 stars","-60"
"197",10,"Kimani Vidal",LAC,"RB59","7","1 out of 5","4 out of 5","3 out of 5 stars","+46"
"198",10,"Aaron Rodgers",PIT,"QB28","9","2 out of 5","4 out of 5","1 out of 5 stars","+36"
"199",10,"Ja'Kobi Lane",BAL,"WR73","13","4 out of 5","4 out of 5","4 out of 5 stars","-27"
"200",10,"Jaylin Noel",HOU,"WR74","8","4 out of 5","4 out of 5","2 out of 5 stars","+79"
"201",10,"Calvin Ridley",TEN,"WR75","9","2 out of 5","4 out of 5","3 out of 5 stars","+20"
"202",10,"Kansas City Chiefs",KC,"DST12","5","-","-","3 out of 5 stars","-9"
"203",10,"Travis Hunter",JAC,"WR76","7","2 out of 5","4 out of 5","4 out of 5 stars","+56"
"204",10,"Kenyon Sadiq",NYJ,"TE24","13","4 out of 5","4 out of 5","4 out of 5 stars","-31"
"205",10,"Isiah Pacheco",DET,"RB60","6","3 out of 5","4 out of 5","5 out of 5 stars","-28"
"206",10,"Eddy Pineiro",SF,"K6","8","4 out of 5","1 out of 5","3 out of 5 stars","-26"
"207",10,"Sean Tucker",TB,"RB61","10","4 out of 5","4 out of 5","2 out of 5 stars","+41"
"208",10,"Tyler Loop",BAL,"K7","13","-","-","3 out of 5 stars","-27"
"209",10,"Geno Smith",NYJ,"QB29","13","2 out of 5","4 out of 5","4 out of 5 stars","+105"
"210",10,"Kaelon Black",SF,"RB62","8","4 out of 5","4 out of 5","2 out of 5 stars","-23"
"211",10,"Chris Bell",MIA,"WR77","6","3 out of 5","4 out of 5","3 out of 5 stars","+33"
"212",10,"Green Bay Packers",GB,"DST13","11","-","-","2 out of 5 stars","-21"
"213",11,"Gunnar Helm",TEN,"TE25","9","3 out of 5","3 out of 5","4 out of 5 stars","+73"
"214",11,"Jake Bates",DET,"K8","6","4 out of 5","2 out of 5","5 out of 5 stars","-56"
"215",11,"Oronde Gadsden II",LAC,"TE26","7","3 out of 5","4 out of 5","4 out of 5 stars","+9"
"216",11,"Isaac TeSlaa",DET,"WR78","6","3 out of 5","4 out of 5","4 out of 5 stars","+21"
"217",11,"Pat Freiermuth",PIT,"TE27","9","3 out of 5","3 out of 5","2 out of 5 stars","+5"
"218",11,"Malachi Fields",NYG,"WR79","8","4 out of 5","4 out of 5","5 out of 5 stars","+12"
"219",11,"Nicholas Singleton",TEN,"RB63","9","2 out of 5","4 out of 5","3 out of 5 stars","+23"
"220",11,"Evan McPherson",CIN,"K9","6","4 out of 5","2 out of 5","4 out of 5 stars","-31"
"221",11,"Malik Davis",DAL,"RB64","14","-","-","4 out of 5 stars","+46"
"222",11,"Zachariah Branch",ATL,"WR80","11","3 out of 5","4 out of 5","4 out of 5 stars","+19"
"223",11,"Rashod Bateman",BAL,"WR81","13","2 out of 5","4 out of 5","4 out of 5 stars","+26"
"224",11,"Cooper Kupp",SEA,"WR82","11","2 out of 5","4 out of 5","3 out of 5 stars","-15"
"225",11,"Cairo Santos",CHI,"K10","10","3 out of 5","2 out of 5","2 out of 5 stars","-31"
"226",11,"Detroit Lions",DET,"DST14","6","-","-","5 out of 5 stars","-44"
"227",11,"Cade Otton",TB,"TE28","10","2 out of 5","4 out of 5","1 out of 5 stars","-8"
"228",11,"Kaytron Allen",WAS,"RB65","7","3 out of 5","4 out of 5","4 out of 5 stars","+19"
"229",11,"Caleb Douglas",MIA,"WR83","6","3 out of 5","4 out of 5","3 out of 5 stars","-21"
"230",11,"Chase McLaughlin",TB,"K11","10","4 out of 5","2 out of 5","5 out of 5 stars","-13"
"231",11,"Buffalo Bills",BUF,"DST15","7","-","-","2 out of 5 stars","-39"
"232",11,"Andy Borregales",NE,"K12","11","-","-","3 out of 5 stars","-18"
"233",11,"Germie Bernard",PIT,"WR84","9","2 out of 5","4 out of 5","3 out of 5 stars","+54"
"234",11,"Darnell Mooney",NYG,"WR85","8","3 out of 5","4 out of 5","5 out of 5 stars","+71"
"235",11,"Harrison Mevis",LAR,"K13","11","4 out of 5","2 out of 5","3 out of 5 stars","-73"
"236",11,"Justice Hill",BAL,"RB66","13","-","-","3 out of 5 stars","+27"
"237",11,"Najee Harris",NYG,"RB67","8","2 out of 5","4 out of 5","4 out of 5 stars","-6"
"238",11,"Jaylen Wright",MIA,"RB68","6","-","-","4 out of 5 stars","+17"
"239",11,"Greg Dulcich",MIA,"TE29","6","4 out of 5","4 out of 5","5 out of 5 stars","-24"
"240",11,"James Conner",ARI,"RB69","14","3 out of 5","4 out of 5","1 out of 5 stars","+36"
"241",11,"Cleveland Browns",CLE,"DST16","11","-","-","5 out of 5 stars","-43"
"242",11,"George Holani",SEA,"RB70","11","2 out of 5","4 out of 5","4 out of 5 stars","+23"
"243",11,"Troy Franklin",DEN,"WR86","10","1 out of 5","4 out of 5","2 out of 5 stars","+56"
"244",11,"Devaughn Vele",NO,"WR87","8","2 out of 5","4 out of 5","4 out of 5 stars","+9"
"245",11,"Kaleb Johnson",GB,"RB71","11","2 out of 5","5 out of 5","3 out of 5 stars","-13"
"246",11,"Antonio Williams",WAS,"WR88","7","4 out of 5","2 out of 5","1 out of 5 stars","+31"
"247",11,"Tank Dell",HOU,"WR89","8","4 out of 5","4 out of 5","2 out of 5 stars","-22"
"248",11,"Evan Engram",DEN,"TE30","10","-","-","4 out of 5 stars","+120"
"249",11,"Ted Hurst III",TB,"WR90","10","4 out of 5","4 out of 5","5 out of 5 stars","+1"
"250",11,"Emanuel Wilson",SEA,"RB72","11","3 out of 5","4 out of 5","4 out of 5 stars","+70"
"251",11,"Samaje Perine",CIN,"RB73","6","2 out of 5","5 out of 5","2 out of 5 stars","+23"
"252",11,"Harrison Butker",KC,"K14","5","-","-","3 out of 5 stars","-77"
"253",11,"Fernando Mendoza",LV,"QB30","13","4 out of 5","3 out of 5","1 out of 5 stars","-24"
"254",11,"Chris Brooks",GB,"RB74","11","2 out of 5","4 out of 5","3 out of 5 stars","+28"
"255",11,"Jack Bech",LV,"WR91","13","3 out of 5","4 out of 5","3 out of 5 stars","+48"
"256",11,"Chris Boswell",PIT,"K15","9","4 out of 5","2 out of 5","2 out of 5 stars","-50"
"257",11,"Keon Coleman",BUF,"WR92","7","2 out of 5","4 out of 5","4 out of 5 stars","+44"
"258",11,"David Njoku",LAC,"TE31","7","4 out of 5","4 out of 5","4 out of 5 stars","-40"
"259",11,"Demond Claiborne",MIN,"RB75","6","3 out of 5","4 out of 5","4 out of 5 stars","+1"
"260",11,"Cyrus Allen",KC,"WR93","5","4 out of 5","4 out of 5","3 out of 5 stars","-58"
"261",11,"Ollie Gordon II",MIA,"RB76","6","3 out of 5","4 out of 5","4 out of 5 stars","+170"
"262",11,"Colby Parkinson",LAR,"TE32","11","-","-","5 out of 5 stars","+56"
"263",11,"Seth McGowan",IND,"RB77","13","4 out of 5","4 out of 5","4 out of 5 stars","+26"
